82217	9	1716110620.210949
109041	12	1716110621.210949
144625	16	1716110622.210949
109041	12	1716110623.210949
135593	15	1716110624.210949
144625	16	1716110625.210949
189106	21	1716110626.210949
126835	14	1716110627.210949
135731	15	1716110628.210949
135595	15	1716110629.210949
180211	20	1716110630.210949
117803	13	1716110631.210949
171315	19	1716110632.210949
126699	14	1716110633.210949
153387	17	1716110634.210949
162283	18	1716110635.210949
117803	13	1716110636.210949
171315	19	1716110637.210949
162419	18	1716110638.210949
117803	13	1716110639.210949
135595	15	1716110640.210949
180211	20	1716110641.210949
189107	21	1716110642.210949
135595	15	1716110643.210949
180211	20	1716110644.210949
135595	15	1716110645.210949
144491	16	1716110646.210949
144491	16	1716110647.210949
153387	17	1716110648.210949
144491	16	1716110649.210949
251379	28	1716110650.210949
171179	19	1716110651.210949
197867	22	1716110652.210949
135595	15	1716110653.210949
180075	20	1716110654.210949
100011	11	1716110655.210949
144491	16	1716110656.210949
126699	14	1716110657.210949
242347	27	1716110658.210949
100011	11	1716110659.210949
153387	17	1716110660.210949
135731	15	1716110661.210949
144627	16	1716110662.210949
100011	11	1716110663.210949
162283	18	1716110664.210949
135595	15	1716110665.210949
180075	20	1716110666.210949
109043	12	1716110667.210949
117803	13	1716110668.210949
153387	17	1716110669.210949
153387	17	1716110670.210949
313651	35	1716110671.210949
233587	26	1716110672.210949
153523	17	1716110673.210949
162283	18	1716110674.210949
126699	14	1716110675.210949
126699	14	1716110676.210949
135595	15	1716110677.210949
162283	18	1716110678.210949
73459	8	1716110679.210949
